"ECB_00376"	"ECB_00503"	"ECB_00737"	"ECB_01413"	"ECB_01992"	"ECB_02008"	"ECB_02512"	"ECB_02800"	"ECB_04076"	"ECB_04210"	"ESCRE1397"	"ESCRE1901"	"IS3_insF"	"clpB"	"cls"	"crp"	"dapA"	"dedA"	"dnaA"	"dusB"	"fbp"	"fcl"	"fis"	"fruK"	"ftsH"	"glgC"	"glgP"	"glpR"	"hrpA"	"hupB"	"hyfG"	"iclR"	"infB"	"kpsD"	"kpsE"	"kpsM"	"metH"	"metJ"	"mrdA"	"mrdB"	"mreB"	"mreC"	"mreD"	"nuoM"	"nusA"	"ompR"	"pdhR"	"pitB"	"prc"	"pta"	"rep"	"rho"	"rpoA"	"rpoB"	"rpoC"	"rpoD"	"rpsA"	"rsmC"	"rssB"	"secF"	"slyA"	"sucB"	"sufD"	"thrA"	"thrS"	"ulaG"	"uspA"	"valT"	"wbbC"	"wzyE"	"ybaL"	"ybbN"	"ybfA"	"ybhJ"	"ybjE"	"yeeJ"	"yehU"	"yejM"	"yfdC"	"yfhK"	"ygiV"	"yiaG"	"yjaG"	"yjbA"	"ylbH"	"yraM"	"znuA"
"metH"	0	0	0	0	0	0	-0.0248545896123898	0	0	0	0	0	0	0.0406693722858778	0	0.0934710392905635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0723082909115209	0	0	1	0.00453622077714464	0	-0.0594191478120601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131267417564471	0	0	0	0	0	0	0	0.0340457905679699	0	0	0	0	0	0.0488890735443394	0	0	0	0	0	0	-0.0366942594554385	0	0	0	0	-0.00451466350853052	0	-0.0974538275370356	0	0	0	0
"metJ"	0	0	0	0	0	0	-0.0273034674126163	0	0	0	0	0	0	0.00503254036853646	0	0.101035430876116	0	0	0	0	0	-0.00994332312161195	0	0	-0.0094737496385982	0	0	0.00905306951686788	0	0	0	0	0	-0.0141981809918714	0	0	0.00453622077714464	1	0	-0.00847959697007462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00770855142987261	0	0	0	0	0	0.029578498030058	0.022603013121712	0	0	0	0.0208034071504362	0	-0.0185943811142973	0	0	0	0	0	0	-0.178861331747212	0	0	0	0
"mrdA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024147106994243	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0706267910934458	0.194111873953658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0438007228762031	0	0	0	0
"mrdB"	0.033852957788202	0.0659585344439606	-0.119579929704357	-0.112710850818267	-0.198903491129564	0.0368439171483364	0	0	-0.182872185641313	-0.0878658808487718	0.0465167878472201	0.178135402602013	0	-0.0603803935755189	0.0338182032712219	0	-0.116864412715477	0.0660650670926547	0	0.104277005458258	-0.19909666910939	-0.105017259564789	0	-0.0971943907867866	0	0.0429113162488517	-0.0643579541458485	0.0619243682360298	0.147469916753668	-0.121762782832604	-0.185841002513639	0.0536779233009027	0.0171982496207762	0	-0.163481017836652	-0.0142125298849258	-0.0594191478120601	-0.00847959697007462	0	1	-0.0516690967344819	-0.110580527489385	-0.106019306593825	0.144611725159063	-0.110104919012836	0	-0.119405853303489	0.117545601038044	0.0639784286311763	0.143353080359899	0	0.257229152951782	-0.0999000064618296	0.000385758784056503	-0.089900479195954	0.0206860020139273	-0.109738151076894	-0.0911728539539589	-0.118035487405042	0.0809063573216994	-0.0920225183866768	0	-0.0601038627490992	0.181139554269027	-0.0328638299712656	0	0	0.18247716941028	-0.0648714011070606	-0.00940425702181181	0.00867965029324261	0.112775110559255	0	-0.00834125486069623	0	0.0673525074652471	-0.12194474566043	0.0338246902646665	0.141969034529102	-0.0145695286549626	0.11017375111336	-0.106190563637303	0.0218263687798455	-0.20164112546654	-0.11406227317269	0.105217562644894	0.148462956223902
"mreB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0527402576647187	0	0	0	0	0	-0.0516690967344819	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0724520028059915	0	0	0	0
"mreC"	0	0	0	0	0	0	0.00817896784766247	0	0	0	0	0	0	0	0	-0.0621800993338319	0	0	0	0	0	0	0	0	0	-0.000111882998247374	0	0	0	0	0	0	0	0.146618063279115	0	0	0	0	0	-0.110580527489385	0	1	0	0	0	0	0	-0.000488235381724331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mreD"	0	0	0	0	0	0	0	0	0	0	-0.0246697408186395	0	0	0.0838372721099025	0	0.00651096138009058	0	0	0	0	0	0	0	0	0.0392564892723051	0	0	0	0	0.00833460484479285	0	0	0	-0.171515273578427	0	0	0	0	0	-0.106019306593825	0	0	1	0	0	0	0.014314642272261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0491463744516696	0	0	0	0	0	0	0.00784654755900169	0	0	0	0
"nuoM"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0159775445678772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144611725159063	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00426460736057468	0	0	0	0	0	0	0.107891290686273	0	0	0	0
"nusA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0326653069939084	0	0	0	0	0	0	0	0	-0.00746282531790453	-0.00622980964640071	0	0	0	0	0	0	0	0.194013008315034	0	0	0	0	0	-0.110104919012836	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0627479457697954	0	0	0	0
"ompR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0326460336781208	0	0	0	0	0	0	0	0	-0.0278686669285949	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155938898601475	0	0	0	0
"pdhR"	0	-0.0136152994635776	0	0	0	0	0	0	0	0	-0.0317866329205946	-0.010641094085725	0	0.0682142700558388	0	0	0	-0.0123754981846148	0	-0.00477863900991385	0	0.00398241364326883	0	0	0.0403555894084759	0	0	0	0	0.0330850549086222	0	0	0	-0.0883922657124991	0	0	0	0	0	-0.119405853303489	0	0	0.014314642272261	0	0	0	1	0	-0.00993794494333549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0194173605464686	0	0	0	-0.0208442157407809	0.00447286553689121	0	0	0	0	0	0	-0.0382227496774119	0.027461913847966	0	0	0	-0.0093914653677378	0	0.0422070229872973	0	0	-0.00376681619219043	0
"pitB"	0	0	-0.0101761578306945	-0.00196061243925088	0	0	-0.0307015843526304	0	0	0	0	0	0	0	0	0.106357589035928	-0.00608571497268096	0	0	0	0	-0.0308557515869327	0	0	0	0	0	0	0	0	0	0	0	-0.109151761050057	0	0	0	0	0	0.117545601038044	0	-0.000488235381724331	0	0	0	0	0	1	0	0	0	0.0107248444411416	0	0	0	0	0	0	-0.00748309336153273	0	0	0	0	0	0	0	0	0	0	0	0	0.0326775354863967	0	0	0	0	0	0	0	0	0	0	-0.047868890426583	0	-0.00210625405890316	0	0
"prc"	0	0	0	0	0	0	0	0	0	0	0.0252716508486874	0	0	-0.0543478708430522	0	0	0	0	0	0	0	0	0	0	-0.0462973921724212	0	0	0	0	-0.00466605235429369	0	0	0	0.103452186035715	0	0	0	0	0	0.0639784286311763	0	0	0	0	0	0	-0.00993794494333549	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174775246940161	0	0	0	0	0	0	-0.0980207675176005	0	0	0	0
"pta"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0153264347243439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143353080359899	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034921799868775	0	0	0	0	0	0	0.106995837460507	0	0	0	0
"rep"	0	0	0	0	0	0	0.0282973586567053	0	0	0	0	0	0	-0.0115708964991201	0	-0.10368765250609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105687943131643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0184495662384328	0	0	0	0	0	0	0.0171192533563067	0	0	0	0	0	0	0.0888997400935605	0	0	0	0
"rho"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0481757526716767	0	0	0	0	0	-0.0047529854156614	0	0	0	0	0	0	0	0	0	0	0	-0.156356644912987	0	0	0	0	0	0.257229152951782	0	0	0	0	0	0	0	0.0107248444411416	0	0	0	1	0	0	0	0	0	0	0	0.00716314996588997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0230123820555503	0	0	0	0
"rpoA"	0	0	0	0	0	0	0.00096423893760312	0	0	0	0	0	0	0	0	-0.0550450895962744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129760655983772	0	0	0	0	0	-0.0999000064618296	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoB"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00661457349717781	0	-0.000413101207537758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00945862435022048	0	0	0	0	0	0.000385758784056503	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014357640510256	0	0.0044593440148285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131267417564471	0	0.0706267910934458	-0.089900479195954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.077608281701023	0	0	0	0	0	0	0.0173300265522276	0	0	0	0	0	0.0294424767738984	0	0	0	0	0	0	-0.00149658499859284	0	0	0	0	0	0	-0.0258733105511574	0	0	0	0
"rpoD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0073809072178764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.010675262513023	0	0.177005848771705	0	0	0.194111873953658	0.0206860020139273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077608281701023	1	0	0	0	0	0	0	0.00196083750624043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17485161902104	0	0	0.0199272796693129	0	0	0	0
"rpsA"	0	0	0	0	0	0	0.00716571761706747	0	0	0	0	0	0	0	0	-0.0618054593310592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14328733467595	0	0	0	0	0	-0.109738151076894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rsmC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0172677401733945	0	0	0	0	0	0	0	0	0.101305284184415	0	0	0	0	0	-0.0911728539539589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.130929396329582	0	0	0	0
"rssB"	0	0	0.0069595598908532	0	0	0	0.0148410765002313	0	0	0	0	0	0	0	0	-0.0900210379234738	0.00153081556219133	0	0	0	0	0.0332200306184042	0	0	0.017316129222358	0	0	0	0	0	0	0	0	0.0138883395653384	0	0	0	0	0	-0.118035487405042	0	0	0	0	0	0	0	-0.00748309336153273	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110146413344514	0	0	0	0
"secF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0741430929946673	-0.0854762064464363	0	0	0	0	0	0.0809063573216994	0	0	0	0	0	0	0	0	0	0	0	0.00716314996588997	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292620879578163	0	0	0	0
"slyA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0176232280958262	0	0	0	0	0	0	0	0	0.10150904517886	0	0	0	0	0	-0.0920225183866768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.131968444052278	0	0	0	0
"sucB"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82126455944093e-05	0	0	0	0	0	0	0	0	0	0	0.035001694751885	0	0	0	0	0	0	0	0	-0.0312252423446822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161952159934491	0	0	0	0
"sufD"	0	0	0	0	0	0	-0.0263992302852476	0	0	0	0	0	0	0.0410583595245272	0	0.0947644615187504	0	0	0	-0.00268660024424329	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0728544751342039	0	0	0.0340457905679699	0.00770855142987261	0	-0.0601038627490992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173300265522276	0.00196083750624043	0	0	0	0	0	0	1	0	0	0	0	0	0.0506945667839245	0.0004225579068165	0	0	0	0	0	-0.0376578998790942	0	0	0	0	-0.00748557805181011	0	-0.0995820937206037	0	0	-0.00147490837514146	0
"thrA"	0	0	0	0	0	0	0	0	0	0	0.0190604353976161	0	0	-0.0674786919692734	0	0	0	0	0	0	0	-0.0123461468022205	0	0	-0.0341639984830279	0	0	0	0	-0.0145331167402503	0	0	0	0.0117190678515259	0	0	0	0	0	0.181139554269027	0	0	0	0	0	0	-0.0194173605464686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0198942965965184	0	0	0	0	0	0	0	0.027897160584589	-0.00463306121403311	0	0	0	0	0	-0.036736514609797	0	0	0	0
"thrS"	0	0	0	0	0	0	-0.0104191345895161	0	0	0	0	0	0	0.0501354503307113	0	0.0511234948632072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1417825944811	0	0	0	0	0	-0.0328638299712656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00144996209111618	0	0	0	0	0	0	-0.0349269569700197	0	0	0	0	0	0	-0.000116550647500125	0	0	0	0
"ulaG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03397811439501	0	0	0	0	0	0	0	0	-0.0293940778221121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159223503083655	0	0	0	0
"uspA"	0	0	0	0	0	0	0.0261528187737136	0	0	0	0	0	0	-0.0127192319357472	0	-0.100340785315798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101121640284933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.0171541139448527	0	0	0	0	0	0	0.0169974435686409	0	0	0	0	0	0	0.0882441247410878	0	0	0	0
"valT"	0	0	0	0	0	0	0	0	0	0	0.0199911194659501	0	0	-0.0678567372647705	0	0	0	0	0	0	0	-0.0137002104175858	0	0	-0.0344074168294697	0	0	0	0	-0.01606107873651	0	0	0	0.0117056659217914	0	0	0	0	0	0.18247716941028	0	0	0	0	0	0	-0.0208442157407809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0198942965965184	0	0	0	1	0	0	0	0	0	0	0	0.0286597472564067	-0.00653957626403206	0	0	0	0	0	-0.0367750378488301	0	0	0	0
"wbbC"	0	0	0	0	0.0332515675920148	0	-0.0334589961889102	0	0	0	0	0	0	0.0428937042834473	0	0.0881289624312047	0	0	0	-0.0240103277463432	0	0	0	0	0	0	0	0.00679800796584769	0	0.00436243488039611	0	0	0	-0.0711779018594493	0	0	0.0488890735443394	0.029578498030058	0	-0.0648714011070606	0	0	0	0	0	0	0.00447286553689121	0	0	0	-0.0184495662384328	0	0	0	0.0294424767738984	0	0	0	0	0	0	0	0.0506945667839245	0	0.00144996209111618	0	-0.0171541139448527	0	1	0.0249188327809848	0	0	-0.0190394769615901	0.0236703312045282	0	-0.0421853641721287	0	0	0	0	-0.0272407945470079	0	-0.0948205813726764	0	0	-0.0233673040931969	0
"wzyE"	0	0	0	0	0	0	-0.0233810660049538	0	0	0	0	0	0	0.005224047565469	0	0.0982577132214266	0	0	0	0	0	-0.00316753004854277	0	0	-0.00394191592153015	0	0	0	0	0	0	0	0	-0.0127768231285326	0	0	0	0.022603013121712	0	-0.00940425702181181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004225579068165	0	0	0	0	0	0.0249188327809848	1	0	0	0	0.0119688924231772	0	-0.0170347787998723	0	0	0	0	0	0	-0.175429321384928	0	0	0	0
"ybaL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109113320029152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00867965029324261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.0109242323849859	0	0	0	0
"ybbN"	0	0	-0.00229788203836403	0	0	0	-0.0270182320933439	0	0	0	0	0	0	0	0	0.105316111289112	0	0	0	0	0	-0.0264928716759215	0	0	0	0	0	0	0	0	0	0	0	-0.103196758476987	0	0	0	0	0	0.112775110559255	0	0	0	0	0	0	0	0.0326775354863967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.0495474365899959	0	0	0	0
"ybfA"	0	0	0	0	0	0	0.0286362033189326	0	0	0	0	0	0	-0.0121020220536627	0	-0.104115018944172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10533344844768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0190394769615901	0	0	0	1	0	0	0.0175485573785399	0	0	0	0	0	0	0.0902663595493898	0	0	0	0
"ybhJ"	0	0	0	0	0	0	-0.0221530893861736	0	0	0	0	0	0	0.00404047127756251	0	0.0970474313219313	0	0	0	0	0	-0.00191958531139431	0	0	-0.00350544303130953	0	0	0	0	0	0	0	0	-0.00988647092605595	0	0	0	0.0208034071504362	0	-0.00834125486069623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0236703312045282	0.0119688924231772	0	0	0	1	0	-0.0158392132722454	0	0	0	0	0	0	-0.175387581470405	0	0	0	0
"ybjE"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79197683366836e-05	0	0	0	0	0	0	0	0	0	0	0.0348580748103182	0	0	0	0	0	0	0	0	-0.0321935110290314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.161148113089562	0	0	0	0
"yeeJ"	0	0.0187300519525574	0	0	-0.0599313265254655	0	0.0233074895408834	0	-0.00219061448336311	0	0.0244232584143821	0.00643532633468505	0	-0.0488513400994176	0	-0.0385781382028283	0	0.0183311156901484	0	0.0450440572274601	-0.00562713433376042	0	0	-0.0396435649359235	-0.0113542208306917	-0.00349621916332112	-0.0229230190777301	0	0.00474129455981887	-0.038950258421223	-0.00308570941585391	0	0	0.0840302531766025	0	0	-0.0366942594554385	-0.0185943811142973	0	0.0673525074652471	0	0	-0.0491463744516696	0.00426460736057468	0	0	-0.0382227496774119	0	0.0174775246940161	0.0034921799868775	0.0171192533563067	0	0	0	-0.00149658499859284	0	0	0	0	0	0	0	-0.0376578998790942	0.027897160584589	-0.0349269569700197	0	0.0169974435686409	0.0286597472564067	-0.0421853641721287	-0.0170347787998723	0	0	0.0175485573785399	-0.0158392132722454	0	1	-0.0363851212347754	0	0.00308816831313958	0	0.0469691022309393	0	9.32037073040449e-05	-0.00620733935970721	0	0.0450752109899755	0.0057721780852136
"yehU"	0	0	0	0	0	0	0	0	0	0	-0.0254008558721159	0	0	0.0703733337386305	0	0	0	0	0	0	0	0	0	0	0.0385015511170404	0	0	0	0	0.0234004141515398	0	0	0	-0.0907138847174867	0	0	0	0	0	-0.12194474566043	0	0	0	0	0	0	0.027461913847966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00463306121403311	0	0	0	-0.00653957626403206	0	0	0	0	0	0	0	-0.0363851212347754	1	0	0	0	0	0	0.0356102670319889	0	0	0	0
"yejM"	0.0196978217494325	0	0	0	0	0.0241730366626983	-0.00210238970897749	0	0	0	-0.00365049756362978	0	0	0.0035096519892946	0	0.0348369795796567	0	0	0	0	0	0	0	0	0.0215196992380775	0.0335855136747431	0	0	0	0	0	0	0	-0.168408245112984	0	0	0	0	0	0.0338246902646665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0594319950786484	0	0	0	0
"yfdC"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0149587427771261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141969034529102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308816831313958	0	0	1	0	0	0	0.106403959826235	0	0	0	0
"yfhK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00268503671278427	0	0	0	0	0	0	0	0	0.0110939337759975	0	0.124689767405017	0	0	0	-0.0145695286549626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17485161902104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.0620716466687852	0	0	0	0
"ygiV"	0	0	0	0	0	0	0.00798309955743164	0	0	0	0.00432903512853949	0	0	-0.0659023893639453	0	-0.0484420274349428	0	0	0	0.00656373437708067	0	0	0	0	-0.00385851235024117	0	0	0	0	-0.00653307023179316	0	0	0	0.098823720665695	0	0	-0.00451466350853052	0	0	0.11017375111336	0	0	0	0	0	0	-0.0093914653677378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00748557805181011	0	0	0	0	0	-0.0272407945470079	0	0	0	0	0	0	0.0469691022309393	0	0	0	0	1	0	0.0211668615412359	0	0	0.00578631765106117	0
"yiaG"	0	0	0	0	0	0	0.00445569156124126	0	0	0	0	0	0	0	0	-0.0589012247799868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137670708103643	0	0	0	0	0	-0.106190563637303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"yjaG"	0.0573531595838823	-0.101697851966059	0.111272396157426	0	-0.171711694758976	0.0613830893166954	0.0515203216087367	0.153220432270592	-0.0159991092442982	-0.128355965628899	-0.0968456095419976	-0.178150506836955	0.147561958014008	0.00538011314776043	-0.0823224811401684	-0.0718740053554631	0.1094191860432	-0.099908567136783	0.164232095112902	0.019876134314385	-0.0151607997160945	0.100674146293445	0.165590421674399	0.000521876407557857	0.0838865631730394	0.0705504693546825	-0.132024016321199	-0.206799722721879	0.106751818812889	0.0375554866383891	-0.0167416972553174	0.0977729768540729	0.00447970049468146	-0.0420166323750749	0.128961749120195	-0.062065756214647	-0.0974538275370356	-0.178861331747212	0.0438007228762031	0.0218263687798455	-0.0724520028059915	0	0.00784654755900169	0.107891290686273	-0.0627479457697954	0.155938898601475	0.0422070229872973	-0.047868890426583	-0.0980207675176005	0.106995837460507	0.0888997400935605	0.0230123820555503	0	0	-0.0258733105511574	0.0199272796693129	0	-0.130929396329582	0.110146413344514	0.0292620879578163	-0.131968444052278	0.161952159934491	-0.0995820937206037	-0.036736514609797	-0.000116550647500125	0.159223503083655	0.0882441247410878	-0.0367750378488301	-0.0948205813726764	-0.175429321384928	-0.0109242323849859	-0.0495474365899959	0.0902663595493898	-0.175387581470405	0.161148113089562	9.32037073040449e-05	0.0356102670319889	0.0594319950786484	0.106403959826235	-0.0620716466687852	0.0211668615412359	0	1	-0.0116963301705305	0.107469546667829	0.0194508761961692	0.106899217611589
"yjbA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0347751023475064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20164112546654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00620733935970721	0	0	0	0	0	0	-0.0116963301705305	1	0	0	0
"ylbH"	0	0	0.000929627453684164	0	0	0	0.0117868736116548	0	0	0	0	0	0	0	0	-0.0879421123242954	0	0	0	0	0	0.0296694452795022	0	0	0.0140119980334405	0	0	0	0	0	0	0	0	0.0114312896712661	0	0	0	0	0	-0.11406227317269	0	0	0	0	0	0	0	-0.00210625405890316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107469546667829	0	1	0	0
"yraM"	0	0	0	0	0	0	0.00546902966735282	0	0	0	0.000269558394914826	0	0	-0.0646446231076166	0	-0.0482990634302219	0	0	0	0	0	0	0	0	-0.00152599006406486	0	0	0	0	-0.000519453233683931	0	0	0	0.0996151406165616	0	0	0	0	0	0.105217562644894	0	0	0	0	0	0	-0.00376681619219043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00147490837514146	0	0	0	0	0	-0.0233673040931969	0	0	0	0	0	0	0.0450752109899755	0	0	0	0	0.00578631765106117	0	0.0194508761961692	0	0	1	0
