Generations	Gene	k_i	C_i
5250	ECB_01992	12	0.606060606061
5250	acpP	22	0.441558441558
5250	appC	13	0.705128205128
5250	arcA	11	0.8
5250	cycA	7	0.952380952381
5250	fabF	16	0.525
5250	flgB	15	0.657142857143
5250	hokB	25	0.306666666667
5250	hokD	25	0.406666666667
5250	hslU	0	0.0
5250	iclR	23	0.391304347826
5250	infC	16	0.516666666667
5250	malT	5	0.9
5250	mokC	24	0.416666666667
5250	mreB	6	0.866666666667
5250	mreC	9	0.944444444444
5250	nadR	3	0.666666666667
5250	oppD	10	0.888888888889
5250	phoH	7	0.952380952381
5250	prlA	8	1.0
5250	pykF	0	0.0
5250	rbsA	13	0.705128205128
5250	rbsB	8	0.75
5250	rbsD	19	0.561403508772
5250	rbsR	10	0.733333333333
5250	rplF	18	0.588235294118
5250	rpsA	12	0.712121212121
5250	rpsC	15	0.704761904762
5250	spoT	10	0.6
5250	trkH	11	0.8
5250	ybaL	11	0.381818181818
5250	ybeB	14	0.516483516484
5250	ycdM	10	0.733333333333
5250	yeeR	6	0.933333333333
5250	yeeU	9	0.805555555556
5250	yfaQ	8	0.857142857143
5250	yfcTU	5	0.9
5250	ygjD	10	0.888888888889
5250	yhdG	13	0.615384615385
5250	yieO	9	0.805555555556
5250	ylcG	30	0.287356321839
1750	ECB_01992	15	0.647619047619
1750	acpP	15	0.8
1750	appC	9	0.916666666667
1750	cycA	11	0.890909090909
1750	fabF	5	0.7
1750	flgB	10	0.888888888889
1750	hokB	15	0.8
1750	hslU	17	0.595588235294
1750	infC	14	0.725274725275
1750	mokC	15	0.8
1750	mreB	12	0.530303030303
1750	mreC	7	0.666666666667
1750	nadR	16	0.65
1750	prlA	7	0.666666666667
1750	pykF	0	0.0
1750	rbsB	12	0.833333333333
1750	rbsD	8	0.428571428571
1750	rbsR	7	0.52380952381
1750	spoT	14	0.835164835165
1750	trkH	4	0.833333333333
1750	ybeB	16	0.45
1750	yfaQ	4	1.0
1750	yhdG	12	0.833333333333
1750	yieO	17	0.595588235294
9250	ECB_00737	6	0.866666666667
9250	ECB_01992	20	0.573684210526
9250	ECB_02816	1	0.0
9250	ECB_03722	9	0.861111111111
9250	acpP	26	0.430769230769
9250	appC	3	1.0
9250	arcA	5	0.7
9250	cycA	6	0.866666666667
9250	envZ	1	0.0
9250	fabF	2	0.0
9250	flgB	32	0.1875
9250	hokB	44	0.172304439746
9250	hokD	42	0.157955865273
9250	hslU	0	0.0
9250	hupB	22	0.506493506494
9250	hyfA	3	1.0
9250	iap	2	1.0
9250	iclR	3	0.666666666667
9250	infB	3	0.666666666667
9250	infC	6	0.8
9250	malT	2	0.0
9250	metH	3	1.0
9250	mokC	16	0.558333333333
9250	mreB	3	0.666666666667
9250	mreC	2	1.0
9250	nadR	2	1.0
9250	oppD	2	1.0
9250	phoH	6	0.866666666667
9250	prlA	1	0.0
9250	pykF	0	0.0
9250	rbsA	3	1.0
9250	rbsB	8	0.857142857143
9250	rbsD	12	0.878787878788
9250	rbsR	3	1.0
9250	rfbB	1	0.0
9250	rne	2	1.0
9250	rplF	12	0.878787878788
9250	rpsA	3	1.0
9250	rpsC	12	0.878787878788
9250	sapF	9	0.861111111111
9250	speG	9	0.388888888889
9250	spoT	4	0.666666666667
9250	thrA	5	0.9
9250	trkH	11	0.890909090909
9250	wzy	3	1.0
9250	ybaE	6	0.866666666667
9250	ybaL	3	1.0
9250	ybbN	7	0.857142857143
9250	ybeB	10	0.8
9250	ybhP	9	0.861111111111
9250	ycdM	2	1.0
9250	yceK	25	0.436666666667
9250	ycfC	8	0.857142857143
9250	yebY	28	0.386243386243
9250	yecE	7	0.857142857143
9250	yeeR	5	0.8
9250	yeeU	7	0.857142857143
9250	yfaQ	2	1.0
9250	yfcTU	5	0.8
9250	yggM	2	1.0
9250	ygjD	2	1.0
9250	yhdG	3	1.0
9250	yieO	3	0.666666666667
9250	yihP	3	1.0
9250	ylcG	48	0.0948581560284
9250	yqeB	3	1.0
17250	ECB_00737	3	0.666666666667
17250	ECB_01992	4	0.833333333333
17250	ECB_02797	2	1.0
17250	ECB_02816	2	0.0
17250	ECB_02852	4	0.666666666667
17250	ECB_03710	3	0.666666666667
17250	ECB_03722	2	0.0
17250	acpP	9	0.833333333333
17250	acs	2	0.0
17250	appC	1	0.0
17250	arcA	4	0.5
17250	blr	32	0.100806451613
17250	cls	4	0.666666666667
17250	cpsG	3	0.666666666667
17250	cycA	2	0.0
17250	envZ	1	0.0
17250	fabF	3	0.666666666667
17250	flgB	5	0.7
17250	flu	2	0.0
17250	galF	3	0.333333333333
17250	gmhB	4	0.666666666667
17250	hokB	39	0.113360323887
17250	hokD	50	0.0530612244898
17250	hsdS	3	0.666666666667
17250	hslU	0	0.0
17250	hupB	8	0.892857142857
17250	hyfA	4	0.666666666667
17250	iap	1	0.0
17250	iclR	1	0.0
17250	ilvL	33	0.107954545455
17250	infB	3	1.0
17250	infC	3	0.333333333333
17250	lacZ	2	0.0
17250	lon	1	0.0
17250	lrp	2	1.0
17250	malT	3	0.666666666667
17250	menC	1	0.0
17250	metH	2	1.0
17250	metJ	6	0.733333333333
17250	mntH	2	0.0
17250	mokC	5	0.7
17250	mreB	5	0.7
17250	mreC	1	0.0
17250	nadR	2	0.0
17250	narZ	1	0.0
17250	nudC	2	0.0
17250	oppD	1	0.0
17250	pbpC	2	0.0
17250	pflB	4	0.833333333333
17250	phoH	3	0.666666666667
17250	phoR	2	0.0
17250	plsB	4	0.666666666667
17250	prlA	1	0.0
17250	proX	3	0.666666666667
17250	pykF	0	0.0
17250	rbsA	1	0.0
17250	rbsB	2	0.0
17250	rbsD	3	0.333333333333
17250	rbsR	4	0.666666666667
17250	recO	1	0.0
17250	rfbB	1	0.0
17250	rnb	1	0.0
17250	rne	3	1.0
17250	rpiR	3	0.666666666667
17250	rplF	3	0.333333333333
17250	rpsA	1	0.0
17250	rpsC	3	0.333333333333
17250	sapA	2	0.0
17250	sapF	2	0.0
17250	speG	2	1.0
17250	spoT	4	0.833333333333
17250	thiI	2	0.0
17250	thrA	3	1.0
17250	trkH	3	0.333333333333
17250	wzy	1	0.0
17250	ybaE	2	0.0
17250	ybaL	4	0.5
17250	ybbN	4	0.666666666667
17250	ybeB	11	0.6
17250	ybeM	4	0.666666666667
17250	ybhP	2	0.0
17250	ycdM	4	0.666666666667
17250	yceK	4	0.833333333333
17250	ycfC	4	0.666666666667
17250	yebY	9	0.833333333333
17250	yecE	4	0.666666666667
17250	yeeF	1	0.0
17250	yeeR	2	0.0
17250	yeeU	3	0.666666666667
17250	yegO	2	0.0
17250	yfaQ	4	0.666666666667
17250	yfcTU	2	0.0
17250	yggM	1	0.0
17250	yghS	4	0.666666666667
17250	ygjD	1	0.0
17250	ygjG	2	0.0
17250	yhdG	2	0.0
17250	yhdJ	2	1.0
17250	yicL	1	0.0
17250	yieO	3	0.333333333333
17250	yihP	1	0.0
17250	yjcE	2	0.0
17250	yjeB	6	0.866666666667
17250	yjiX	22	0.21645021645
17250	yjjY	51	0.0313725490196
17250	ylcG	46	0.0289855072464
17250	yoaE	2	0.0
17250	yqeB	1	0.0
17250	yqhH	23	0.256916996047
13750	ECB_00737	4	0.666666666667
13750	ECB_01992	4	0.666666666667
13750	ECB_02797	3	1.0
13750	ECB_02816	5	0.7
13750	ECB_02852	6	0.8
13750	ECB_03722	4	0.666666666667
13750	acpP	9	0.861111111111
13750	acs	1	0.0
13750	appC	3	1.0
13750	arcA	3	0.666666666667
13750	blr	38	0.166429587482
13750	cls	5	0.7
13750	cpsG	4	0.666666666667
13750	cycA	4	0.666666666667
13750	envZ	2	1.0
13750	fabF	2	1.0
13750	flgB	30	0.188505747126
13750	galF	3	0.333333333333
13750	hokB	61	0.075956284153
13750	hokD	61	0.0737704918033
13750	hsdS	2	1.0
13750	hslU	0	0.0
13750	hupB	8	0.857142857143
13750	hyfA	7	0.761904761905
13750	iap	2	1.0
13750	iclR	1	0.0
13750	infB	3	0.666666666667
13750	infC	6	0.8
13750	lon	3	1.0
13750	lrp	5	0.8
13750	malT	2	1.0
13750	metH	3	0.666666666667
13750	mntH	4	0.666666666667
13750	mokC	17	0.566176470588
13750	mreB	2	1.0
13750	mreC	2	1.0
13750	nadR	2	0.0
13750	narZ	1	0.0
13750	nudC	4	0.666666666667
13750	oppD	3	1.0
13750	phoH	4	0.666666666667
13750	plsB	5	0.7
13750	prlA	2	1.0
13750	proX	4	0.666666666667
13750	pykF	0	0.0
13750	rbsA	3	1.0
13750	rbsB	4	0.666666666667
13750	rbsD	4	0.666666666667
13750	rbsR	6	0.8
13750	recO	3	1.0
13750	rfbB	2	1.0
13750	rnb	3	1.0
13750	rne	5	0.7
13750	rpiR	4	0.666666666667
13750	rplF	4	0.666666666667
13750	rpsA	3	1.0
13750	rpsC	4	0.666666666667
13750	sapF	4	0.666666666667
13750	speG	5	0.8
13750	spoT	5	0.9
13750	thiI	3	0.333333333333
13750	thrA	3	0.333333333333
13750	trkH	3	0.333333333333
13750	wzy	3	1.0
13750	ybaE	3	0.333333333333
13750	ybaL	3	0.666666666667
13750	ybbN	4	0.666666666667
13750	ybeB	11	0.781818181818
13750	ybeM	7	0.761904761905
13750	ybhP	4	0.666666666667
13750	ycdM	5	0.7
13750	yceK	5	0.8
13750	ycfC	5	0.8
13750	yebY	11	0.763636363636
13750	yecE	4	0.666666666667
13750	yeeF	1	0.0
13750	yeeR	3	1.0
13750	yeeU	4	0.666666666667
13750	yegO	1	0.0
13750	yfaQ	5	0.7
13750	yfcTU	3	1.0
13750	yggM	2	1.0
13750	yghS	4	0.666666666667
13750	ygjD	2	1.0
13750	yhdG	3	0.666666666667
13750	yhdJ	3	1.0
13750	yieO	2	1.0
13750	yihP	3	1.0
13750	yjcE	3	0.333333333333
13750	yjiX	20	0.373684210526
13750	yjjY	54	0.058001397624
13750	ylcG	50	0.0759183673469
13750	yqeB	3	1.0
13750	yqhH	25	0.273333333333
33250	ECB_00737	1	0.0
33250	ECB_01992	3	1.0
33250	ECB_02012	2	1.0
33250	ECB_02013	53	0.0304789550073
33250	ECB_02797	2	1.0
33250	ECB_02816	2	0.0
33250	ECB_02852	1	0.0
33250	ECB_03710	1	0.0
33250	ECB_03722	1	0.0
33250	acpP	3	1.0
33250	acs	2	0.0
33250	appC	2	1.0
33250	appY	1	0.0
33250	arcA	3	1.0
33250	aroG	1	0.0
33250	atoC	1	0.0
33250	blr	6	0.666666666667
33250	cirA	1	0.0
33250	cls	1	0.0
33250	cpsG	1	0.0
33250	cpxR	2	1.0
33250	crp	1	0.0
33250	cusR	2	1.0
33250	cycA	1	0.0
33250	degS	1	0.0
33250	deoR	1	0.0
33250	dgt	1	0.0
33250	envZ	2	0.0
33250	fabF	2	1.0
33250	feoA	3	1.0
33250	flgB	2	1.0
33250	flu	1	0.0
33250	galF	2	1.0
33250	glgC	1	0.0
33250	glpF	1	0.0
33250	glpG	2	1.0
33250	glpR	2	0.0
33250	gltA	1	0.0
33250	gmhB	1	0.0
33250	hcp	1	0.0
33250	hokB	3	0.666666666667
33250	hokD	77	0.0218728639781
33250	hpaX	1	0.0
33250	hsdS	3	1.0
33250	hslU	0	0.0
33250	hupB	2	1.0
33250	hyfA	1	0.0
33250	hyfB	1	0.0
33250	iap	2	1.0
33250	iclR	0	0.0
33250	ilvL	42	0.0662020905923
33250	infB	2	0.0
33250	infC	2	0.0
33250	lacZ	1	0.0
33250	lon	2	1.0
33250	lrp	2	1.0
33250	maeB	1	0.0
33250	malT	4	0.666666666667
33250	manY	2	1.0
33250	menC	2	1.0
33250	metH	4	0.666666666667
33250	metJ	1	0.0
33250	metR	1	0.0
33250	mhpR	1	0.0
33250	mntH	1	0.0
33250	mokB	45	0.0515151515152
33250	mokC	3	1.0
33250	mqo	1	0.0
33250	mreB	4	0.666666666667
33250	mreC	2	1.0
33250	mtlD	1	0.0
33250	nadR	0	0.0
33250	narZ	1	0.0
33250	nudC	1	0.0
33250	oppD	2	1.0
33250	pbpC	1	0.0
33250	pflB	2	1.0
33250	phoH	2	1.0
33250	phoR	1	0.0
33250	plsB	1	0.0
33250	prlA	2	1.0
33250	proX	1	0.0
33250	pykA	1	0.0
33250	pykF	0	0.0
33250	queA	1	0.0
33250	rbsA	2	1.0
33250	rbsB	1	0.0
33250	rbsD	2	1.0
33250	rbsR	1	0.0
33250	recF	1	0.0
33250	recO	2	1.0
33250	rfbB	2	1.0
33250	rnb	2	1.0
33250	rne	1	0.0
33250	rpiR	1	0.0
33250	rplF	3	1.0
33250	rpsA	2	1.0
33250	rpsC	2	1.0
33250	sapA	1	0.0
33250	sapF	1	0.0
33250	speG	2	1.0
33250	spoT	4	0.666666666667
33250	thiI	1	0.0
33250	thrA	2	0.0
33250	trkH	2	1.0
33250	wzy	2	1.0
33250	yaaX	3	1.0
33250	yadF	2	1.0
33250	yadH	2	1.0
33250	ybaE	1	0.0
33250	ybaL	2	1.0
33250	ybbN	1	0.0
33250	ybcU	2	1.0
33250	ybeA	1	0.0
33250	ybeB	3	0.666666666667
33250	ybeM	1	0.0
33250	ybhP	1	0.0
33250	ybiN	1	0.0
33250	ycbB	2	1.0
33250	ycdM	1	0.0
33250	yceK	2	1.0
33250	ycfC	1	0.0
33250	ycgG	1	0.0
33250	ydhH	1	0.0
33250	ydhK	1	0.0
33250	ydiQ	2	1.0
33250	yebY	4	1.0
33250	yecE	1	0.0
33250	yeeF	4	0.666666666667
33250	yeeI	1	0.0
33250	yeeR	1	0.0
33250	yeeU	1	0.0
33250	yegO	1	0.0
33250	yfaQ	1	0.0
33250	yfcTU	1	0.0
33250	yfhR	2	1.0
33250	ygbO	1	0.0
33250	yggM	2	1.0
33250	yghS	1	0.0
33250	ygjD	2	1.0
33250	ygjG	2	0.0
33250	yhdG	2	1.0
33250	yhdJ	2	1.0
33250	yhfX	2	1.0
33250	yhhN	1	0.0
33250	yicC	1	0.0
33250	yicL	2	1.0
33250	yieH	2	1.0
33250	yieO	2	1.0
33250	yihP	2	1.0
33250	yihR	1	0.0
33250	yjcE	1	0.0
33250	yjeB	2	1.0
33250	yjgM	3	1.0
33250	yjgN	2	1.0
33250	yjiX	5	0.7
33250	yjjY	45	0.0262626262626
33250	ylcG	21	0.119047619048
33250	yliE	1	0.0
33250	yoaE	1	0.0
33250	yqeB	2	1.0
33250	yqhH	4	1.0
33250	yrbA	2	1.0
33250	zntA	1	0.0
37750	ECB_00737	1	0.0
37750	ECB_01540	3	0.666666666667
37750	ECB_01992	3	0.666666666667
37750	ECB_02012	1	0.0
37750	ECB_02013	57	0.031954887218
37750	ECB_02621	1	0.0
37750	ECB_02797	2	0.0
37750	ECB_02816	2	0.0
37750	ECB_02836	2	0.0
37750	ECB_02837	1	0.0
37750	ECB_02852	1	0.0
37750	ECB_03438	1	0.0
37750	ECB_03710	1	0.0
37750	ECB_03719	1	0.0
37750	ECB_03722	1	0.0
37750	acpP	2	0.0
37750	acs	4	0.833333333333
37750	appC	2	0.0
37750	appY	1	0.0
37750	arcA	4	0.833333333333
37750	aroG	1	0.0
37750	astE	1	0.0
37750	atoC	1	0.0
37750	blr	3	1.0
37750	cirA	1	0.0
37750	cls	1	0.0
37750	cpsG	1	0.0
37750	cpxR	2	0.0
37750	crp	1	0.0
37750	cusR	1	0.0
37750	cycA	1	0.0
37750	degS	1	0.0
37750	deoR	2	0.0
37750	dgt	1	0.0
37750	envZ	2	0.0
37750	fabF	2	1.0
37750	feoA	3	0.666666666667
37750	flgB	2	0.0
37750	flu	1	0.0
37750	galF	2	1.0
37750	glgC	1	0.0
37750	glpF	2	0.0
37750	glpG	2	0.0
37750	glpR	2	1.0
37750	gltA	1	0.0
37750	gltB	1	0.0
37750	gltS	1	0.0
37750	gmhB	2	0.0
37750	hcp	1	0.0
37750	hokB	3	0.333333333333
37750	hokD	88	0.00966562173459
37750	hpaX	1	0.0
37750	hsdS	4	0.666666666667
37750	hslU	0	0.0
37750	hupB	2	0.0
37750	hyfA	1	0.0
37750	hyfB	1	0.0
37750	iap	1	0.0
37750	iclR	0	0.0
37750	ilvL	61	0.00819672131148
37750	infB	2	1.0
37750	infC	2	0.0
37750	lacZ	1	0.0
37750	lon	2	0.0
37750	lrp	2	0.0
37750	maeB	1	0.0
37750	malT	4	0.833333333333
37750	manY	1	0.0
37750	menC	2	1.0
37750	metH	4	0.666666666667
37750	metJ	1	0.0
37750	metR	1	0.0
37750	mhpR	1	0.0
37750	mntH	1	0.0
37750	mokB	1	0.0
37750	mokC	3	1.0
37750	mqo	1	0.0
37750	mreB	4	0.833333333333
37750	mreC	1	0.0
37750	mtlD	1	0.0
37750	nadR	3	0.666666666667
37750	narH	1	0.0
37750	narZ	49	0.030612244898
37750	nudC	1	0.0
37750	oppD	1	0.0
37750	pbpC	1	0.0
37750	pflB	3	0.666666666667
37750	phoH	4	0.833333333333
37750	phoR	1	0.0
37750	plsB	1	0.0
37750	prlA	1	0.0
37750	proX	2	0.0
37750	pykA	1	0.0
37750	pykF	0	0.0
37750	queA	1	0.0
37750	rbsA	2	0.0
37750	rbsB	1	0.0
37750	rbsD	2	1.0
37750	rbsR	1	0.0
37750	recF	2	0.0
37750	recO	1	0.0
37750	rfbB	1	0.0
37750	rnb	2	0.0
37750	rne	1	0.0
37750	rpiR	2	0.0
37750	rplF	2	1.0
37750	rpsA	2	0.0
37750	rpsC	2	1.0
37750	rpsD	2	0.0
37750	sapA	1	0.0
37750	sapF	1	0.0
37750	speG	2	0.0
37750	spoT	4	0.833333333333
37750	tap	1	0.0
37750	thiI	1	0.0
37750	thrA	2	1.0
37750	torA	2	0.0
37750	trkH	2	1.0
37750	wzy	2	0.0
37750	yaaX	3	0.666666666667
37750	yadF	2	0.0
37750	yadH	1	0.0
37750	ybaE	1	0.0
37750	ybaL	3	0.333333333333
37750	ybbN	2	0.0
37750	ybcU	1	0.0
37750	ybeA	1	0.0
37750	ybeB	3	0.333333333333
37750	ybeM	1	0.0
37750	ybhP	1	0.0
37750	ybiN	1	0.0
37750	ycbB	3	0.333333333333
37750	ycdM	1	0.0
37750	yceK	1	0.0
37750	ycfC	2	0.0
37750	ycgG	1	0.0
37750	ydhH	1	0.0
37750	ydhK	1	0.0
37750	ydiQ	2	0.0
37750	yebY	2	0.0
37750	yecE	2	0.0
37750	yeeF	4	0.666666666667
37750	yeeI	2	0.0
37750	yeeR	1	0.0
37750	yeeU	2	0.0
37750	yegO	1	0.0
37750	yfaQ	1	0.0
37750	yfcTU	1	0.0
37750	yfhR	2	0.0
37750	ygbK	1	0.0
37750	ygbO	1	0.0
37750	yggM	1	0.0
37750	yghS	2	0.0
37750	ygjD	1	0.0
37750	ygjG	2	1.0
37750	yhbG	2	0.0
37750	yhdG	4	0.666666666667
37750	yhdJ	2	0.0
37750	yhfX	2	0.0
37750	yhhN	2	0.0
37750	yicC	1	0.0
37750	yicL	1	0.0
37750	yieH	1	0.0
37750	yieO	3	0.666666666667
37750	yihP	3	0.333333333333
37750	yihR	2	0.0
37750	yjcE	1	0.0
37750	yjeB	2	0.0
37750	yjgM	3	0.666666666667
37750	yjgN	2	0.0
37750	yjiX	3	1.0
37750	yjjY	48	0.0345744680851
37750	ylcG	1	0.0
37750	yliE	1	0.0
37750	yoaE	1	0.0
37750	yqeB	2	0.0
37750	yqhH	3	0.666666666667
37750	yrbA	2	0.0
37750	zntA	1	0.0
29750	ECB_00737	1	0.0
29750	ECB_01992	3	1.0
29750	ECB_02012	1	0.0
29750	ECB_02013	51	0.0290196078431
29750	ECB_02797	1	0.0
29750	ECB_02816	2	0.0
29750	ECB_02852	1	0.0
29750	ECB_03710	1	0.0
29750	ECB_03722	2	1.0
29750	acpP	4	1.0
29750	acs	2	0.0
29750	appC	1	0.0
29750	appY	1	0.0
29750	arcA	4	0.666666666667
29750	aroG	1	0.0
29750	blr	3	1.0
29750	cirA	1	0.0
29750	cls	1	0.0
29750	cpsG	3	1.0
29750	cpxR	1	0.0
29750	crp	1	0.0
29750	cusR	1	0.0
29750	cycA	1	0.0
29750	degS	1	0.0
29750	deoR	1	0.0
29750	dgt	1	0.0
29750	envZ	2	0.0
29750	fabF	2	1.0
29750	feoA	3	1.0
29750	flgB	3	1.0
29750	flu	1	0.0
29750	galF	2	1.0
29750	glpF	1	0.0
29750	glpG	1	0.0
29750	glpR	3	1.0
29750	gltA	1	0.0
29750	gmhB	1	0.0
29750	hokB	3	1.0
29750	hokD	60	0.0276836158192
29750	hpaX	1	0.0
29750	hsdS	2	1.0
29750	hslU	0	0.0
29750	hupB	4	1.0
29750	hyfA	1	0.0
29750	hyfB	1	0.0
29750	iap	1	0.0
29750	iclR	0	0.0
29750	ilvL	41	0.0487804878049
29750	infB	2	1.0
29750	infC	2	0.0
29750	lacZ	1	0.0
29750	lon	1	0.0
29750	lrp	3	1.0
29750	malT	3	0.666666666667
29750	manY	1	0.0
29750	menC	2	1.0
29750	metH	4	0.666666666667
29750	metJ	1	0.0
29750	metR	1	0.0
29750	mntH	1	0.0
29750	mokC	3	0.666666666667
29750	mqo	1	0.0
29750	mreB	4	0.666666666667
29750	mreC	1	0.0
29750	mtlD	1	0.0
29750	nadR	3	0.666666666667
29750	narZ	1	0.0
29750	nudC	2	1.0
29750	oppD	1	0.0
29750	pbpC	1	0.0
29750	pflB	2	1.0
29750	phoH	2	1.0
29750	phoR	1	0.0
29750	plsB	1	0.0
29750	prlA	1	0.0
29750	proX	1	0.0
29750	pykA	1	0.0
29750	pykF	0	0.0
29750	queA	1	0.0
29750	rbsA	1	0.0
29750	rbsB	1	0.0
29750	rbsD	2	1.0
29750	rbsR	1	0.0
29750	recF	1	0.0
29750	recO	1	0.0
29750	rfbB	1	0.0
29750	rnb	1	0.0
29750	rne	1	0.0
29750	rpiR	1	0.0
29750	rplF	2	1.0
29750	rpsA	1	0.0
29750	rpsC	2	1.0
29750	sapA	1	0.0
29750	sapF	2	1.0
29750	speG	3	1.0
29750	spoT	4	0.666666666667
29750	thiI	1	0.0
29750	thrA	2	1.0
29750	trkH	2	1.0
29750	wzy	1	0.0
29750	yaaX	3	1.0
29750	yadF	1	0.0
29750	yadH	1	0.0
29750	ybaE	1	0.0
29750	ybaL	2	0.0
29750	ybbN	1	0.0
29750	ybcU	1	0.0
29750	ybeA	1	0.0
29750	ybeB	3	1.0
29750	ybeM	1	0.0
29750	ybhP	1	0.0
29750	ycbB	2	0.0
29750	ycdM	1	0.0
29750	yceK	3	1.0
29750	ycfC	1	0.0
29750	ycgG	1	0.0
29750	ydhH	1	0.0
29750	ydhK	1	0.0
29750	ydiQ	1	0.0
29750	yebY	4	1.0
29750	yecE	1	0.0
29750	yeeF	3	0.666666666667
29750	yeeI	1	0.0
29750	yeeR	1	0.0
29750	yeeU	1	0.0
29750	yegO	1	0.0
29750	yfaQ	1	0.0
29750	yfcTU	1	0.0
29750	ygbO	1	0.0
29750	yggM	1	0.0
29750	yghS	1	0.0
29750	ygjD	1	0.0
29750	ygjG	2	1.0
29750	yhdG	2	0.0
29750	yhdJ	1	0.0
29750	yhfX	1	0.0
29750	yhhN	1	0.0
29750	yicC	1	0.0
29750	yicL	1	0.0
29750	yieO	2	0.0
29750	yihP	2	0.0
29750	yihR	1	0.0
29750	yjcE	1	0.0
29750	yjeB	2	1.0
29750	yjgM	1	0.0
29750	yjgN	1	0.0
29750	yjiX	3	1.0
29750	yjjY	47	0.0481036077706
29750	ylcG	42	0.0278745644599
29750	yliE	1	0.0
29750	yoaE	1	0.0
29750	yqeB	1	0.0
29750	yqhH	7	0.714285714286
29750	yrbA	4	1.0
29750	zntA	1	0.0
54750	ECB_00737	1	0.0
54750	ECB_01540	4	1.0
54750	ECB_01992	3	1.0
54750	ECB_02012	1	0.0
54750	ECB_02013	70	0.0244306418219
54750	ECB_02621	1	0.0
54750	ECB_02797	1	0.0
54750	ECB_02816	2	1.0
54750	ECB_02825	1	0.0
54750	ECB_02836	1	0.0
54750	ECB_02837	2	0.0
54750	ECB_02852	2	0.0
54750	ECB_03438	1	0.0
54750	ECB_03460	4	0.833333333333
54750	ECB_03710	1	0.0
54750	ECB_03719	1	0.0
54750	ECB_03722	2	1.0
54750	acpP	4	1.0
54750	acs	4	0.833333333333
54750	appC	1	0.0
54750	appY	1	0.0
54750	arcA	4	0.833333333333
54750	arcB	1	0.0
54750	argR	2	1.0
54750	aroG	1	0.0
54750	astE	2	0.0
54750	atoC	1	0.0
54750	blr	4	0.833333333333
54750	caiT	1	0.0
54750	cirA	1	0.0
54750	cls	2	0.0
54750	cpsG	2	1.0
54750	cpxR	1	0.0
54750	crp	2	0.0
54750	cusR	1	0.0
54750	cycA	1	0.0
54750	degS	1	0.0
54750	deoR	1	0.0
54750	dfp	1	0.0
54750	dgt	1	0.0
54750	envZ	2	1.0
54750	fabF	4	0.833333333333
54750	fadE	1	0.0
54750	fadL	1	0.0
54750	farR	1	0.0
54750	feoA	4	1.0
54750	fimA	2	0.0
54750	fimE	2	1.0
54750	flgB	3	1.0
54750	flu	1	0.0
54750	fruA	1	0.0
54750	ftsA	1	0.0
54750	ftsI	2	0.0
54750	ftsK	1	0.0
54750	galF	4	0.833333333333
54750	glgA	2	0.0
54750	glgC	2	0.0
54750	glpF	1	0.0
54750	glpG	1	0.0
54750	glpR	4	0.833333333333
54750	gltA	1	0.0
54750	gltB	1	0.0
54750	gltS	1	0.0
54750	gmhB	2	1.0
54750	gudP	1	0.0
54750	hcaD	1	0.0
54750	hcp	3	1.0
54750	helD	2	0.0
54750	hemX	1	0.0
54750	hepA	1	0.0
54750	hflB	1	0.0
54750	hflC	1	0.0
54750	hisL	5	0.9
54750	hokB	4	0.833333333333
54750	hokD	92	0.027950310559
54750	hpaX	1	0.0
54750	hsdS	3	0.666666666667
54750	hslU	0	0.0
54750	hupB	4	1.0
54750	hyfA	2	0.0
54750	hyfB	1	0.0
54750	iap	1	0.0
54750	iclR	0	0.0
54750	idnT	1	0.0
54750	ilvL	80	0.0382911392405
54750	infA	4	1.0
54750	infB	3	0.666666666667
54750	infC	2	1.0
54750	iscR	2	0.0
54750	kduD	4	0.833333333333
54750	kefB	1	0.0
54750	lacZ	1	0.0
54750	lon	1	0.0
54750	lrp	1	0.0
54750	maeB	1	0.0
54750	malT	4	0.833333333333
54750	manC	1	0.0
54750	manY	1	0.0
54750	menC	2	1.0
54750	metH	3	1.0
54750	metJ	2	0.0
54750	metR	1	0.0
54750	mhpR	1	0.0
54750	mntH	3	1.0
54750	mokB	3	0.666666666667
54750	mokC	5	0.9
54750	mqo	1	0.0
54750	mreB	2	0.0
54750	mreC	1	0.0
54750	mtlD	2	0.0
54750	nadR	0	0.0
54750	narH	2	0.0
54750	narZ	118	0.0160799652325
54750	nudC	2	1.0
54750	nusA	2	0.0
54750	oppD	1	0.0
54750	pbpC	1	0.0
54750	pflB	3	1.0
54750	phoH	4	0.833333333333
54750	phoR	1	0.0
54750	plsB	2	0.0
54750	prlA	1	0.0
54750	proX	1	0.0
54750	pykA	2	0.0
54750	pykF	3	0.666666666667
54750	queA	1	0.0
54750	rbsA	1	0.0
54750	rbsB	1	0.0
54750	rbsD	4	0.833333333333
54750	rbsR	2	0.0
54750	recF	1	0.0
54750	recO	1	0.0
54750	rfbB	1	0.0
54750	rnb	1	0.0
54750	rne	2	0.0
54750	rpiR	1	0.0
54750	rplF	4	0.833333333333
54750	rpsA	1	0.0
54750	rpsC	4	0.833333333333
54750	rpsD	3	1.0
54750	rpsE	2	1.0
54750	sapA	1	0.0
54750	sapF	2	1.0
54750	speG	3	1.0
54750	spoT	3	1.0
54750	sucB	1	0.0
54750	tap	1	0.0
54750	thiI	1	0.0
54750	thrA	3	0.666666666667
54750	tktB	1	0.0
54750	torA	1	0.0
54750	trkH	4	0.833333333333
