Generations	Gene	k_i	C_i
27750	fabF	2	0.0
27750	flgB	3	1.0
27750	flu	1	0.0
27750	galF	2	0.0
27750	glpF	1	0.0
27750	glpR	2	0.0
27750	gltA	1	0.0
27750	gmhB	1	0.0
27750	hokB	3	0.666666666667
27750	hokD	54	0.0230607966457
27750	hpaX	1	0.0
27750	hsdS	2	0.0
27750	hslU	0	0.0
27750	hupB	2	1.0
27750	hyfA	1	0.0
27750	hyfB	1	0.0
27750	iap	1	0.0
27750	iclR	0	0.0
27750	ilvL	33	0.0473484848485
27750	infB	2	0.0
27750	infC	2	0.0
27750	lacZ	1	0.0
27750	lon	1	0.0
27750	lrp	2	1.0
27750	malT	4	0.333333333333
27750	manY	1	0.0
27750	menC	2	1.0
27750	metH	3	0.0
27750	metJ	1	0.0
27750	metR	1	0.0
27750	mntH	1	0.0
27750	mokC	3	0.333333333333
27750	mqo	1	0.0
27750	mreB	3	0.333333333333
27750	mreC	1	0.0
27750	mtlD	1	0.0
27750	nadR	3	0.333333333333
27750	narZ	1	0.0
27750	nudC	1	0.0
27750	oppD	1	0.0
27750	pbpC	1	0.0
27750	pflB	2	1.0
27750	phoH	2	1.0
27750	phoR	1	0.0
27750	plsB	1	0.0
27750	prlA	1	0.0
27750	proX	1	0.0
27750	pykA	1	0.0
27750	pykF	0	0.0
27750	rbsA	1	0.0
27750	rbsB	1	0.0
27750	rbsD	2	0.0
27750	rbsR	1	0.0
27750	recF	1	0.0
27750	recO	1	0.0
27750	rfbB	1	0.0
27750	rnb	1	0.0
27750	rne	1	0.0
27750	rpiR	1	0.0
27750	rplF	2	0.0
27750	rpsA	1	0.0
27750	rpsC	2	0.0
27750	sapA	1	0.0
27750	sapF	1	0.0
27750	speG	2	1.0
27750	spoT	4	0.333333333333
27750	thiI	1	0.0
27750	thrA	2	0.0
27750	trkH	2	0.0
27750	wzy	1	0.0
27750	yaaX	3	1.0
27750	yadF	2	1.0
27750	yadH	1	0.0
27750	ybaE	1	0.0
27750	ybaL	2	0.0
27750	ybbN	1	0.0
27750	ybcU	1	0.0
27750	ybeA	1	0.0
27750	ybeB	3	0.666666666667
27750	ybeM	1	0.0
27750	ybhP	1	0.0
27750	ycbB	2	0.0
27750	ycdM	1	0.0
27750	yceK	3	1.0
27750	ycfC	1	0.0
27750	ycgG	1	0.0
27750	ydhH	1	0.0
27750	ydhK	1	0.0
27750	ydiQ	2	1.0
27750	yebY	4	1.0
27750	yecE	1	0.0
27750	yeeF	3	0.333333333333
27750	yeeI	1	0.0
27750	yeeR	1	0.0
27750	yeeU	1	0.0
27750	yegO	1	0.0
27750	yfaQ	1	0.0
27750	yfcTU	1	0.0
27750	ygbO	1	0.0
27750	yggM	1	0.0
27750	yghS	1	0.0
27750	ygjD	1	0.0
27750	ygjG	2	0.0
27750	yhdG	2	0.0
27750	yhdJ	1	0.0
27750	yhfX	1	0.0
27750	yhhN	1	0.0
27750	yicC	1	0.0
27750	yicL	1	0.0
27750	yieO	2	0.0
27750	yihP	2	0.0
27750	yihR	1	0.0
27750	yjcE	1	0.0
27750	yjeB	1	0.0
27750	yjgM	1	0.0
27750	yjgN	1	0.0
27750	yjiX	3	0.666666666667
27750	yjjY	46	0.0270531400966
27750	ylcG	41	0.00487804878049
27750	yliE	1	0.0
27750	yoaE	1	0.0
27750	yqeB	1	0.0
27750	yqhH	5	0.9
27750	yrbA	2	1.0
27750	zntA	1	0.0
23250	ECB_00737	1	0.0
23250	ECB_01992	3	1.0
23250	ECB_02012	1	0.0
23250	ECB_02013	44	0.0317124735729
23250	ECB_02797	2	1.0
23250	ECB_02816	2	0.0
23250	ECB_02852	2	0.0
23250	ECB_03710	1	0.0
23250	ECB_03722	1	0.0
23250	acpP	8	0.964285714286
23250	acs	2	0.0
23250	appC	2	1.0
23250	appY	1	0.0
23250	arcA	3	0.333333333333
23250	blr	6	0.666666666667
23250	cirA	1	0.0
23250	cls	1	0.0
23250	cpsG	2	1.0
23250	cpxR	3	1.0
23250	cusR	1	0.0
23250	cycA	1	0.0
23250	degS	1	0.0
23250	envZ	1	0.0
23250	fabF	2	0.0
23250	flgB	3	1.0
23250	flu	1	0.0
23250	galF	2	0.0
23250	glpR	2	0.0
23250	gltA	1	0.0
23250	gmhB	2	1.0
23250	hokB	13	0.525641025641
23250	hokD	46	0.0608695652174
23250	hpaX	1	0.0
23250	hsdS	2	0.0
23250	hslU	0	0.0
23250	hupB	7	1.0
23250	hyfA	2	0.0
23250	iap	1	0.0
23250	iclR	1	0.0
23250	ilvL	34	0.112299465241
23250	infB	2	1.0
23250	infC	2	0.0
23250	lacZ	1	0.0
23250	lon	1	0.0
23250	lrp	3	1.0
23250	malT	3	0.333333333333
23250	manY	1	0.0
23250	menC	2	1.0
23250	metH	3	0.333333333333
23250	metJ	4	0.833333333333
23250	metR	1	0.0
23250	mntH	1	0.0
23250	mokC	3	0.666666666667
23250	mqo	1	0.0
23250	mreB	4	0.833333333333
23250	mreC	1	0.0
23250	mtlD	2	0.0
23250	nadR	3	0.666666666667
23250	narZ	1	0.0
23250	nudC	1	0.0
23250	oppD	1	0.0
23250	pbpC	1	0.0
23250	pflB	2	1.0
23250	phoH	1	0.0
23250	phoR	1	0.0
23250	plsB	1	0.0
23250	prlA	1	0.0
23250	proX	1	0.0
23250	pykA	1	0.0
23250	pykF	0	0.0
23250	rbsA	2	1.0
23250	rbsB	1	0.0
23250	rbsD	2	0.0
23250	rbsR	2	0.0
23250	recO	1	0.0
23250	rfbB	1	0.0
23250	rnb	1	0.0
23250	rne	1	0.0
23250	rpiR	1	0.0
23250	rplF	2	0.0
23250	rpsA	2	1.0
23250	rpsC	2	0.0
23250	sapA	1	0.0
23250	sapF	1	0.0
23250	speG	3	1.0
23250	spoT	3	0.666666666667
23250	thiI	1	0.0
23250	thrA	2	1.0
23250	trkH	2	0.0
23250	wzy	2	1.0
23250	ybaE	1	0.0
23250	ybaL	2	1.0
23250	ybbN	1	0.0
23250	ybcU	1	0.0
23250	ybeA	3	0.666666666667
23250	ybeB	5	0.8
23250	ybeM	2	0.0
23250	ybhP	1	0.0
23250	ycbB	2	1.0
23250	ycdM	2	0.0
23250	yceK	3	1.0
23250	ycfC	2	1.0
23250	ydhK	1	0.0
23250	ydiQ	2	1.0
23250	yebY	8	0.964285714286
23250	yecE	1	0.0
23250	yeeF	1	0.0
23250	yeeI	1	0.0
23250	yeeR	1	0.0
23250	yeeU	1	0.0
23250	yegO	1	0.0
23250	yfaQ	1	0.0
23250	yfcTU	1	0.0
23250	yggM	1	0.0
23250	yghS	1	0.0
23250	ygjD	1	0.0
23250	ygjG	2	1.0
23250	yhdG	2	1.0
23250	yhdJ	2	1.0
23250	yicL	1	0.0
23250	yieO	2	1.0
23250	yihP	2	1.0
23250	yjcE	1	0.0
23250	yjeB	3	1.0
23250	yjgM	2	1.0
23250	yjgN	2	1.0
23250	yjiX	5	0.8
23250	yjjY	55	0.0451178451178
23250	ylcG	53	0.0130624092888
23250	yliE	1	0.0
23250	yoaE	1	0.0
23250	yqeB	2	1.0
23250	yqhH	9	0.805555555556
23250	yrbA	7	1.0
52250	ECB_00737	1	0.0
52250	ECB_01540	1	0.0
52250	ECB_01992	2	1.0
52250	ECB_02012	1	0.0
52250	ECB_02013	6	0.8
52250	ECB_02621	1	0.0
52250	ECB_02797	1	0.0
52250	ECB_02816	2	1.0
52250	ECB_02825	1	0.0
52250	ECB_02836	1	0.0
52250	ECB_02837	1	0.0
52250	ECB_02852	1	0.0
52250	ECB_03438	1	0.0
52250	ECB_03460	1	0.0
52250	ECB_03710	1	0.0
52250	ECB_03719	1	0.0
52250	ECB_03722	2	1.0
52250	acpP	3	1.0
52250	acs	4	1.0
52250	appC	1	0.0
52250	appY	2	1.0
52250	arcA	4	1.0
52250	arcB	1	0.0
52250	argR	3	1.0
52250	aroG	2	1.0
52250	astE	1	0.0
52250	atoC	1	0.0
52250	blr	4	1.0
52250	caiT	1	0.0
52250	cirA	1	0.0
52250	cls	1	0.0
52250	cpsG	2	1.0
52250	cpxR	1	0.0
52250	crp	1	0.0
52250	cusR	1	0.0
52250	cycA	1	0.0
52250	degS	2	1.0
52250	deoR	2	1.0
52250	dgt	1	0.0
52250	envZ	2	1.0
52250	fabF	3	1.0
52250	fadE	1	0.0
52250	fadL	1	0.0
52250	farR	2	1.0
52250	feoA	1	0.0
52250	fimA	2	1.0
52250	fimE	2	1.0
52250	flgB	1	0.0
52250	flu	1	0.0
52250	ftsA	1	0.0
52250	ftsI	1	0.0
52250	ftsK	1	0.0
52250	galF	1	0.0
52250	glgA	1	0.0
52250	glgC	1	0.0
52250	glpF	2	1.0
52250	glpG	1	0.0
52250	glpR	3	1.0
52250	gltA	1	0.0
52250	gltB	1	0.0
52250	gltS	1	0.0
52250	gmhB	2	1.0
52250	gudP	1	0.0
52250	hcp	3	1.0
52250	helD	1	0.0
52250	hemX	2	1.0
52250	hepA	1	0.0
52250	hflB	1	0.0
52250	hflC	2	1.0
52250	hisL	74	0.0325805257312
52250	hokB	4	1.0
52250	hokD	92	0.0226946966077
52250	hpaX	1	0.0
52250	hsdS	3	1.0
52250	hslU	0	0.0
52250	hupB	3	1.0
52250	hyfA	1	0.0
52250	hyfB	1	0.0
52250	iap	1	0.0
52250	iclR	0	0.0
52250	idnT	1	0.0
52250	ilvL	64	0.031746031746
52250	infA	3	1.0
52250	infB	3	1.0
52250	infC	2	1.0
52250	iscR	2	1.0
52250	kduD	3	1.0
52250	kefB	1	0.0
52250	lacZ	1	0.0
52250	lon	1	0.0
52250	lrp	1	0.0
52250	maeB	1	0.0
52250	malT	4	1.0
52250	manC	1	0.0
52250	manY	1	0.0
52250	menC	2	1.0
52250	metH	4	1.0
52250	metJ	3	1.0
52250	metR	2	1.0
52250	mhpR	2	1.0
52250	mntH	4	1.0
52250	mokB	2	1.0
52250	mokC	3	1.0
52250	mqo	1	0.0
52250	mreB	4	1.0
52250	mreC	1	0.0
52250	mtlD	1	0.0
52250	nadR	0	0.0
52250	narH	1	0.0
52250	narZ	71	0.0398390342052
52250	nudC	2	1.0
52250	nusA	1	0.0
52250	oppD	1	0.0
52250	pbpC	1	0.0
52250	pflB	4	1.0
52250	phoH	4	1.0
52250	phoR	1	0.0
52250	plsB	1	0.0
52250	prlA	1	0.0
52250	proX	1	0.0
52250	pykA	1	0.0
52250	pykF	0	0.0
52250	queA	1	0.0
52250	rbsA	1	0.0
52250	rbsB	2	1.0
52250	rbsD	2	1.0
52250	rbsR	1	0.0
52250	recF	1	0.0
52250	recO	1	0.0
52250	rfbB	1	0.0
52250	rnb	1	0.0
52250	rne	1	0.0
52250	rpiR	1	0.0
52250	rplF	3	1.0
52250	rpsA	1	0.0
52250	rpsC	1	0.0
52250	rpsD	1	0.0
52250	rpsE	3	1.0
52250	sapA	1	0.0
52250	sapF	2	1.0
52250	speG	1	0.0
52250	spoT	4	1.0
52250	sucB	1	0.0
52250	tap	1	0.0
52250	thiI	1	0.0
52250	thrA	3	1.0
52250	tktB	1	0.0
52250	torA	1	0.0
52250	trkH	1	0.0
52250	wzx	1	0.0
52250	wzy	1	0.0
52250	yaaX	1	0.0
52250	yabB	2	1.0
52250	yadF	3	1.0
52250	yadG	2	1.0
52250	yadH	2	1.0
52250	yahA	1	0.0
52250	yahE	1	0.0
52250	ybaE	1	0.0
52250	ybaL	3	1.0
52250	ybbB	1	0.0
52250	ybbN	2	1.0
52250	ybcU	2	1.0
52250	ybeA	3	1.0
52250	ybeB	3	1.0
52250	ybeM	1	0.0
52250	ybhP	2	1.0
52250	ybiN	1	0.0
52250	ybjD	1	0.0
52250	ybjE	1	0.0
52250	ycbB	3	1.0
52250	ycdM	1	0.0
52250	yceK	3	1.0
52250	ycfC	2	1.0
52250	ycgG	1	0.0
52250	ydfI	1	0.0
52250	ydhH	1	0.0
52250	ydhK	1	0.0
52250	ydiQ	3	1.0
52250	yeaU	1	0.0
52250	yebY	3	1.0
52250	yecE	2	1.0
52250	yeeF	3	1.0
52250	yeeI	2	1.0
52250	yeeR	1	0.0
52250	yeeU	1	0.0
52250	yegO	1	0.0
52250	yejF	1	0.0
52250	yfaQ	1	0.0
52250	yfcTU	1	0.0
52250	yfhR	1	0.0
52250	yfiH	1	0.0
52250	yfiQ	1	0.0
52250	ygbK	1	0.0
52250	ygbO	1	0.0
52250	yggM	1	0.0
52250	yghO	1	0.0
52250	yghS	2	1.0
52250	ygiQ	1	0.0
52250	ygjD	1	0.0
52250	ygjG	3	1.0
52250	yhbG	1	0.0
52250	yhdG	4	1.0
52250	yhdJ	1	0.0
52250	yhfX	1	0.0
52250	yhhN	2	1.0
52250	yicC	1	0.0
52250	yicL	1	0.0
52250	yieH	1	0.0
52250	yieO	3	1.0
52250	yihP	3	1.0
52250	yihR	2	1.0
52250	yihS	1	0.0
52250	yiiT	3	1.0
52250	yjcE	1	0.0
52250	yjeB	3	1.0
52250	yjgM	2	1.0
52250	yjgN	1	0.0
52250	yjiX	4	1.0
52250	yjjY	80	0.0373417721519
52250	ylcG	2	1.0
52250	yliE	1	0.0
52250	yoaE	1	0.0
52250	yqeB	1	0.0
52250	yqhH	4	1.0
52250	yrbA	3	1.0
52250	zntA	1	0.0
31250	ECB_00737	1	0.0
31250	ECB_01992	3	1.0
31250	ECB_02012	1	0.0
31250	ECB_02013	52	0.0316742081448
31250	ECB_02797	1	0.0
31250	ECB_02816	2	0.0
31250	ECB_02852	1	0.0
31250	ECB_03710	1	0.0
31250	ECB_03722	1	0.0
31250	acpP	4	1.0
31250	acs	2	0.0
31250	appC	1	0.0
31250	appY	1	0.0
31250	arcA	3	0.666666666667
31250	aroG	1	0.0
31250	blr	4	0.833333333333
31250	cirA	1	0.0
31250	cls	1	0.0
31250	cpsG	3	1.0
31250	cpxR	2	1.0
31250	crp	1	0.0
31250	cusR	2	1.0
31250	cycA	1	0.0
31250	degS	1	0.0
31250	deoR	1	0.0
31250	dgt	1	0.0
31250	envZ	2	0.0
31250	fabF	2	1.0
31250	feoA	3	1.0
31250	flgB	3	1.0
31250	flu	1	0.0
31250	galF	2	1.0
31250	glpF	1	0.0
31250	glpG	1	0.0
31250	glpR	2	1.0
31250	gltA	1	0.0
31250	gmhB	1	0.0
31250	hokB	3	1.0
31250	hokD	55	0.0255892255892
31250	hpaX	1	0.0
31250	hsdS	2	1.0
31250	hslU	0	0.0
31250	hupB	3	1.0
31250	hyfA	1	0.0
31250	hyfB	1	0.0
31250	iap	1	0.0
31250	iclR	0	0.0
31250	ilvL	39	0.0512820512821
31250	infB	2	1.0
31250	infC	2	0.0
31250	lacZ	1	0.0
31250	lon	1	0.0
31250	lrp	2	1.0
31250	maeB	1	0.0
31250	malT	4	0.666666666667
31250	manY	1	0.0
31250	menC	2	0.0
31250	metH	3	0.666666666667
31250	metJ	1	0.0
31250	metR	1	0.0
31250	mntH	1	0.0
31250	mokB	43	0.0265780730897
31250	mokC	3	0.666666666667
31250	mqo	1	0.0
31250	mreB	3	0.666666666667
31250	mreC	1	0.0
31250	mtlD	1	0.0
31250	nadR	0	0.0
31250	narZ	1	0.0
31250	nudC	1	0.0
31250	oppD	1	0.0
31250	pbpC	1	0.0
31250	pflB	2	1.0
31250	phoH	2	1.0
31250	phoR	1	0.0
31250	plsB	1	0.0
31250	prlA	1	0.0
31250	proX	1	0.0
31250	pykA	1	0.0
31250	pykF	0	0.0
31250	queA	1	0.0
31250	rbsA	1	0.0
31250	rbsB	1	0.0
31250	rbsD	2	1.0
31250	rbsR	1	0.0
31250	recF	1	0.0
31250	recO	2	1.0
31250	rfbB	1	0.0
31250	rnb	1	0.0
31250	rne	1	0.0
31250	rpiR	1	0.0
31250	rplF	3	1.0
31250	rpsA	1	0.0
31250	rpsC	2	1.0
31250	sapA	1	0.0
31250	sapF	1	0.0
31250	speG	2	1.0
31250	spoT	3	0.333333333333
31250	thiI	1	0.0
31250	thrA	2	1.0
31250	trkH	2	1.0
31250	wzy	1	0.0
31250	yaaX	3	1.0
31250	yadF	2	1.0
31250	yadH	2	1.0
31250	ybaE	1	0.0
31250	ybaL	2	1.0
31250	ybbN	1	0.0
31250	ybcU	2	1.0
31250	ybeA	1	0.0
31250	ybeB	2	1.0
31250	ybeM	1	0.0
31250	ybhP	1	0.0
31250	ybiN	1	0.0
31250	ycbB	2	1.0
31250	ycdM	1	0.0
31250	yceK	3	1.0
31250	ycfC	1	0.0
31250	ycgG	1	0.0
31250	ydhH	1	0.0
31250	ydhK	1	0.0
31250	ydiQ	2	1.0
31250	yebY	4	1.0
31250	yecE	1	0.0
31250	yeeF	3	0.666666666667
31250	yeeI	1	0.0
31250	yeeR	1	0.0
31250	yeeU	1	0.0
31250	yegO	1	0.0
31250	yfaQ	1	0.0
31250	yfcTU	1	0.0
31250	yfhR	1	0.0
31250	ygbO	1	0.0
31250	yggM	1	0.0
31250	yghS	1	0.0
31250	ygjD	1	0.0
31250	ygjG	2	1.0
31250	yhdG	2	1.0
31250	yhdJ	1	0.0
31250	yhfX	1	0.0
31250	yhhN	1	0.0
31250	yicC	1	0.0
31250	yicL	1	0.0
31250	yieH	2	1.0
31250	yieO	2	0.0
31250	yihP	2	1.0
31250	yihR	1	0.0
31250	yjcE	1	0.0
31250	yjeB	1	0.0
31250	yjgM	2	1.0
31250	yjgN	1	0.0
31250	yjiX	3	1.0
31250	yjjY	48	0.0381205673759
31250	ylcG	9	0.277777777778
31250	yliE	1	0.0
31250	yoaE	1	0.0
31250	yqeB	1	0.0
31250	yqhH	5	0.9
31250	yrbA	3	1.0
31250	zntA	1	0.0
35750	ECB_00737	2	0.0
35750	ECB_01992	3	0.666666666667
35750	ECB_02012	1	0.0
35750	ECB_02013	56	0.0409090909091
35750	ECB_02621	1	0.0
35750	ECB_02797	2	0.0
35750	ECB_02816	2	1.0
35750	ECB_02836	2	0.0
35750	ECB_02837	1	0.0
35750	ECB_02852	1	0.0
35750	ECB_03438	2	0.0
35750	ECB_03710	2	0.0
35750	ECB_03719	2	0.0
35750	ECB_03722	1	0.0
35750	acpP	2	0.0
35750	acs	3	1.0
35750	appC	2	0.0
35750	appY	1	0.0
35750	arcA	4	1.0
35750	aroG	1	0.0
35750	astE	1	0.0
35750	atoC	2	0.0
35750	blr	4	1.0
35750	cirA	2	0.0
35750	cls	1	0.0
35750	cpsG	1	0.0
35750	cpxR	2	0.0
35750	crp	1	0.0
35750	cusR	1	0.0
35750	cycA	2	0.0
35750	degS	1	0.0
35750	deoR	2	0.0
35750	dgt	2	0.0
35750	envZ	2	1.0
35750	fabF	2	1.0
35750	feoA	2	0.0
35750	flgB	2	0.0
35750	flu	2	0.0
35750	galF	2	1.0
35750	glgC	1	0.0
35750	glpF	2	0.0
35750	glpG	2	0.0
35750	glpR	2	1.0
35750	gltA	1	0.0
35750	gltB	1	0.0
35750	gmhB	2	0.0
35750	hcp	2	0.0
35750	hokB	5	0.9
35750	hokD	81	0.0108024691358
35750	hpaX	1	0.0
35750	hsdS	4	1.0
35750	hslU	0	0.0
35750	hupB	2	0.0
35750	hyfA	1	0.0
35750	hyfB	2	0.0
35750	iap	1	0.0
35750	iclR	0	0.0
35750	ilvL	79	0.0084388185654
35750	infB	2	1.0
35750	infC	2	1.0
35750	lacZ	2	0.0
35750	lon	2	0.0
35750	lrp	2	0.0
35750	maeB	1	0.0
35750	malT	3	1.0
35750	manY	1	0.0
35750	menC	3	1.0
35750	metH	4	1.0
35750	metJ	2	1.0
35750	metR	1	0.0
35750	mhpR	1	0.0
35750	mntH	1	0.0
35750	mokB	1	0.0
35750	mokC	4	1.0
35750	mqo	1	0.0
35750	mreB	4	1.0
35750	mreC	1	0.0
35750	mtlD	1	0.0
35750	nadR	3	1.0
35750	narH	1	0.0
35750	narZ	53	0.044267053701
35750	nudC	1	0.0
35750	oppD	1	0.0
35750	pbpC	1	0.0
35750	pflB	3	1.0
35750	phoH	4	1.0
35750	phoR	1	0.0
35750	plsB	1	0.0
35750	prlA	1	0.0
35750	proX	2	0.0
35750	pykA	1	0.0
35750	pykF	0	0.0
35750	queA	2	0.0
35750	rbsA	2	0.0
35750	rbsB	1	0.0
35750	rbsD	2	1.0
35750	rbsR	1	0.0
35750	recF	2	0.0
35750	recO	1	0.0
35750	rfbB	1	0.0
35750	rnb	2	0.0
35750	rne	1	0.0
35750	rpiR	2	0.0
35750	rplF	2	1.0
35750	rpsA	2	0.0
35750	rpsC	2	1.0
35750	sapA	2	0.0
35750	sapF	1	0.0
35750	speG	2	0.0
35750	spoT	3	1.0
35750	thiI	1	0.0
35750	thrA	2	1.0
35750	torA	2	0.0
35750	trkH	2	1.0
35750	wzy	2	0.0
35750	yaaX	2	0.0
35750	yadF	2	0.0
35750	yadH	1	0.0
35750	ybaE	1	0.0
35750	ybaL	3	0.666666666667
35750	ybbN	2	0.0
35750	ybcU	1	0.0
35750	ybeA	2	1.0
35750	ybeB	4	0.833333333333
35750	ybeM	1	0.0
35750	ybhP	1	0.0
35750	ybiN	1	0.0
35750	ycbB	3	0.666666666667
35750	ycdM	1	0.0
35750	yceK	1	0.0
35750	ycfC	2	0.0
35750	ycgG	2	0.0
35750	ydhH	1	0.0
35750	ydhK	1	0.0
35750	ydiQ	2	0.0
35750	yebY	3	0.666666666667
35750	yecE	2	0.0
35750	yeeF	4	1.0
35750	yeeI	2	0.0
35750	yeeR	2	0.0
35750	yeeU	2	0.0
35750	yegO	2	0.0
35750	yfaQ	1	0.0
35750	yfcTU	2	0.0
35750	yfhR	2	0.0
35750	ygbO	1	0.0
35750	yggM	1	0.0
35750	yghS	2	0.0
35750	ygjD	1	0.0
35750	ygjG	2	1.0
35750	yhbG	2	0.0
35750	yhdG	2	1.0
35750	yhdJ	2	0.0
35750	yhfX	2	0.0
35750	yhhN	2	0.0
35750	yicC	1	0.0
35750	yicL	1	0.0
35750	yieH	1	0.0
35750	yieO	3	1.0
35750	yihP	3	0.666666666667
35750	yihR	2	0.0
35750	yjcE	1	0.0
35750	yjeB	2	0.0
35750	yjgM	2	1.0
35750	yjgN	2	0.0
35750	yjiX	4	1.0
35750	yjjY	52	0.0475113122172
35750	ylcG	1	0.0
35750	yliE	1	0.0
35750	yoaE	2	0.0
35750	yqeB	2	0.0
35750	yqhH	3	0.666666666667
35750	yrbA	2	0.0
35750	zntA	2	0.0
48750	ECB_00737	1	0.0
48750	ECB_01540	1	0.0
48750	ECB_01992	3	1.0
48750	ECB_02012	1	0.0
48750	ECB_02013	6	0.8
48750	ECB_02621	1	0.0
48750	ECB_02797	1	0.0
48750	ECB_02816	2	1.0
48750	ECB_02836	1	0.0
48750	ECB_02837	1	0.0
48750	ECB_02852	1	0.0
48750	ECB_03438	1	0.0
48750	ECB_03460	1	0.0
48750	ECB_03710	1	0.0
48750	ECB_03719	1	0.0
48750	ECB_03722	2	1.0
48750	acpP	3	1.0
48750	acs	4	1.0
48750	appC	1	0.0
48750	appY	2	1.0
48750	arcA	4	1.0
48750	arcB	1	0.0
48750	argR	3	1.0
48750	aroG	1	0.0
48750	astE	1	0.0
48750	atoC	1	0.0
48750	blr	4	1.0
48750	caiT	1	0.0
48750	cirA	1	0.0
48750	cls	1	0.0
48750	cpsG	2	1.0
48750	cpxR	1	0.0
48750	crp	2	1.0
48750	cusR	1	0.0
48750	cycA	1	0.0
48750	degS	1	0.0
48750	deoR	1	0.0
48750	dgt	1	0.0
48750	envZ	2	1.0
48750	fabF	3	1.0
48750	fadE	1	0.0
48750	fadL	1	0.0
48750	farR	2	1.0
48750	feoA	1	0.0
48750	fimE	2	1.0
48750	flgB	1	0.0
48750	flu	1	0.0
48750	ftsA	1	0.0
48750	ftsI	1	0.0
48750	ftsK	1	0.0
48750	galF	1	0.0
48750	glgA	1	0.0
48750	glgC	1	0.0
48750	glpF	1	0.0
48750	glpG	1	0.0
48750	glpR	4	1.0
48750	gltA	1	0.0
48750	gltB	1	0.0
48750	gltS	1	0.0
48750	gmhB	2	1.0
48750	gudP	1	0.0
48750	hcp	3	1.0
48750	hemX	1	0.0
48750	hepA	1	0.0
48750	hflB	1	0.0
48750	hflC	2	1.0
48750	hisL	70	0.0356107660455
48750	hokB	4	1.0
48750	hokD	94	0.0201326927477
48750	hpaX	1	0.0
48750	hsdS	2	1.0
48750	hslU	0	0.0
48750	hupB	3	1.0
48750	hyfA	2	1.0
48750	hyfB	1	0.0
48750	iap	1	0.0
48750	iclR	0	0.0
48750	ilvL	60	0.0305084745763
48750	infA	3	1.0
48750	infB	2	1.0
48750	infC	3	1.0
48750	iscR	2	1.0
48750	kduD	2	1.0
48750	kefB	1	0.0
48750	lacZ	1	0.0
48750	lon	1	0.0
48750	lrp	1	0.0
48750	maeB	1	0.0
48750	malT	4	1.0
48750	manC	1	0.0
48750	manY	1	0.0
48750	menC	2	1.0
48750	metH	4	1.0
48750	metJ	2	1.0
48750	metR	2	1.0
48750	mhpR	1	0.0
48750	mntH	4	1.0
48750	mokB	1	0.0
48750	mokC	3	1.0
48750	mqo	1	0.0
48750	mreB	4	1.0
48750	mreC	1	0.0
48750	mtlD	1	0.0
48750	nadR	0	0.0
48750	narH	1	0.0
48750	narZ	61	0.0431693989071
48750	nudC	2	1.0
48750	nusA	1	0.0
48750	oppD	1	0.0
48750	pbpC	1	0.0
48750	pflB	4	1.0
48750	phoH	3	1.0
48750	phoR	1	0.0
48750	plsB	1	0.0
48750	prlA	1	0.0
48750	proX	1	0.0
48750	pykA	1	0.0
48750	pykF	0	0.0
48750	queA	1	0.0
48750	rbsA	1	0.0
48750	rbsB	2	1.0
48750	rbsD	1	0.0
48750	rbsR	1	0.0
48750	recF	1	0.0
48750	recO	1	0.0
48750	rfbB	1	0.0
48750	rnb	1	0.0
48750	rne	1	0.0
48750	rpiR	1	0.0
48750	rplF	3	1.0
48750	rpsA	1	0.0
48750	rpsC	1	0.0
48750	rpsD	1	0.0
48750	rpsE	1	0.0
48750	sapA	1	0.0
48750	sapF	2	1.0
48750	speG	1	0.0
48750	spoT	4	1.0
48750	sucB	1	0.0
48750	tap	1	0.0
48750	thiI	1	0.0
48750	thrA	2	1.0
48750	tktB	1	0.0
48750	torA	1	0.0
48750	trkH	1	0.0
48750	wzx	1	0.0
48750	wzy	1	0.0
48750	yaaX	1	0.0
48750	yabB	2	1.0
48750	yadF	3	1.0
48750	yadG	2	1.0
48750	yadH	3	1.0
48750	yahA	1	0.0
48750	ybaE	1	0.0
48750	ybaL	2	1.0
48750	ybbB	1	0.0
48750	ybbN	1	0.0
48750	ybcU	1	0.0
48750	ybeA	2	1.0
48750	ybeB	3	1.0
48750	ybeM	2	1.0
48750	ybhP	2	1.0
48750	ybiN	1	0.0
48750	ybjD	1	0.0
48750	ybjE	1	0.0
48750	ycbB	2	1.0
48750	ycdM	1	0.0
48750	yceK	2	1.0
48750	ycfC	2	1.0
48750	ycgG	1	0.0
48750	ydfI	1	0.0
48750	ydhH	1	0.0
48750	ydhK	1	0.0
48750	ydiQ	2	1.0
48750	yeaU	1	0.0
48750	yebY	3	1.0
48750	yecE	2	1.0
48750	yeeF	4	1.0
48750	yeeI	1	0.0
48750	yeeR	1	0.0
48750	yeeU	1	0.0
48750	yegO	1	0.0
48750	yejF	1	0.0
48750	yfaQ	1	0.0
48750	yfcTU	1	0.0
48750	yfhR	1	0.0
48750	yfiH	1	0.0
48750	yfiQ	1	0.0
48750	ygbK	1	0.0
48750	ygbO	1	0.0
48750	yggM	1	0.0
48750	yghS	2	1.0
48750	ygiQ	1	0.0
48750	ygjD	1	0.0
48750	ygjG	2	1.0
48750	yhbG	1	0.0
48750	yhdG	4	1.0
48750	yhdJ	1	0.0
48750	yhfX	1	0.0
48750	yhhN	3	1.0
48750	yicC	1	0.0
48750	yicL	1	0.0
48750	yieH	1	0.0
